,Country,City
5096,United States,Oxford
5097,United States,Randolph Township
5098,United States,Rockaway
5099,United States,Moosic
5100,United States,Warren
5101,United States,Erie
5102,United States,North East
5103,United States,Mayville
5104,United States,Ripley
5105,United States,Rifle
5106,United States,Laramie
5107,United States,Glenwood Springs
5108,United States,Sheridan
5109,United States,Hawkins
5110,United States,Jewett
5111,United States,Wylie
5112,United States,The Colony
5113,United States,Marysville
5114,United States,Carthage
5115,United States,Conroe
5116,United States,Texas City
5117,United States,Niles
5118,United States,Blue Island
5119,United States,Florien
5120,United States,Riverview
5121,United States,Raymond
5122,United States,New Cuyama
5123,United States,Collierville
5124,United States,Broadview Heights
5125,United States,East Liverpool
5126,United States,Cleburne
5127,United States,Lynnwood
5128,United States,Oak Harbor
5129,United States,Solana Beach
5130,United States,Marysville
5131,United States,Cedar Hill
5132,United States,Lizella
5133,United States,Kennewick
5134,United States,Providence
5135,United States,Orleans
5136,United States,Fairfield
5137,United States,Belmont
5138,United States,Bloomingdale
5139,United States,Solon
5140,United States,Independence
5141,United States,Strongsville
5142,United States,Schererville
5143,United States,Saint John
5144,United States,Rising Sun
5145,United States,Townsend
5146,United States,Lake Lynn
5147,United States,Cambridge
5148,United States,Seaford
5149,United States,Luzerne
5150,United States,Mishawaka
5151,United States,Owatonna
5152,United States,Haskins
5153,United States,Albion
5154,United States,Port Huron
5155,United States,Memphis
5156,United States,Addyston
5157,United States,Culpeper
5158,United States,Elkwood
5159,United States,Chillicothe
5160,United States,Salinas
5161,United States,Boulder Creek
5162,United States,Norman
5163,United States,Williams
5164,United States,Westfield
5165,United States,Martinsville
5166,United States,Sherman
5167,United States,Ector
5168,United States,Lilburn
5169,United States,Whittier
5170,United States,Canyon Country
5171,United States,Arab
5172,United States,Cullman
5173,United States,Skokie
5174,United States,Ballwin
5175,United States,Godfrey
5176,United States,Corning
5177,United States,Romeoville
5178,United States,Wheeling
5179,United States,Iron Mountain
5180,United States,McMillan
5181,United States,Thiensville
5182,United States,Summerville
5183,United States,Wallace
5184,United States,Broseley
5185,United States,O'Fallon
5186,United States,Rowesville
5187,United States,Acworth
5188,United States,Navarre
5189,United States,Pitkin
5190,United States,Richland
5191,United States,Hebron
5192,United States,Elburn
5193,United States,Placentia
5194,United States,Burlingame
5195,United States,Sausalito
5196,United States,Menlo Park
5197,United States,Geyserville
5198,United States,Healdsburg
5199,United States,Eddy
5200,United States,Kentwood
5201,United States,Cantonment
5202,United States,Atwater
5203,United States,Homerville
5204,United States,La Habra
5205,United States,Newark
5206,United States,Milford
5207,United States,Paris
5208,United States,Jackson
5209,United States,Manteca
5210,United States,Lahaina
5211,United States,Marina
5212,United States,Castroville
5213,United States,Sunol
5214,United States,King City
5215,United States,Greenfield
5216,United States,Teague
5217,United States,Mohave Valley
5218,United States,Warren
5219,United States,Iuka
5220,United States,Winnsboro
5221,United States,Caddo Mills
5222,United States,Forney
5223,United States,Denton
5224,United States,Grove City
5225,United States,Steubenville
5226,United States,Seaside
5227,United States,Monterey
5228,United States,Morgan Hill
5229,United States,Golden Valley
5230,United States,Tolleson
5231,United States,Narragansett
5232,United States,Dacula
5233,United States,Tyrone
5234,United States,Springville
5235,United States,Pasco
5236,United States,Athens
5237,United States,Braselton
5238,United States,Lithia Springs
5239,United States,Commerce
5240,United States,Dawsonville
5241,United States,Vale
5242,United States,Waynesville
5243,United States,Cleveland
5244,United States,Fincastle
5245,United States,Six Mile
5246,United States,Ypsilanti
5247,United States,Flint
5248,United States,Saline
5249,United States,Highland
5250,United States,La Crescenta
5251,United States,Lemoore
5252,United States,Clovis
5253,United States,Mount Pleasant
5254,United States,Prague
5255,United States,Waxahachie
5256,United States,Roseville
5257,United States,Vandalia
5258,United States,Leipsic
5259,United States,Jacobsburg
5260,United States,Clarence
5261,United States,Painesville
5262,United States,San Elizario
5263,United States,Union City
5264,United States,Malibu
5265,United States,Des Moines
5266,United States,Los Gatos
5267,United States,Idalou
5268,United States,Southlake
5269,United States,Longwood
5270,United States,Quincy
5271,United States,Beatrice
5272,United States,Spartanburg
5273,United States,Corolla
5274,United States,Clayton
5275,United States,Alcoa
5276,United States,Granada Hills
5277,United States,Santa Fe Springs
5278,United States,Heber
5279,United States,East Saint Louis
5280,United States,Chesterfield
5281,United States,Hartford
5282,United States,Taylor
5283,United States,Batesville
5284,United States,Ankeny
5285,United States,Marianna
5286,United States,Wichita Falls
5287,United States,Mesquite
5288,United States,Gardner
5289,United States,Leawood
5290,United States,Belton
5291,United States,Paola
5292,United States,Cole Camp
5293,United States,Newtown Square
5294,United States,Chino Hills
5295,United States,Sherman Oaks
5296,United States,Moreno Valley
5297,United States,Temple City
5298,United States,Edinburgh
5299,United States,Urbana
5300,United States,Camby
5301,United States,Bellaire
5302,United States,Chester Springs
5303,United States,Adairsville
5304,United States,Cumming
5305,United States,Winchester
5306,United States,Rosenberg
5307,United States,East Bernard
5308,United States,Plaquemine
5309,United States,Dodge
5310,United States,Columbus
5311,United States,Huntersville
5312,United States,Asheville
5313,United States,Mebane
5314,United States,Gwynn Oak
5315,United States,Church Hill
5316,United States,Suitland
5317,United States,Yorkville
5318,United States,Waukegan
5319,United States,Elkhart
5320,United States,Riverdale
5321,United States,Belmont
5322,United States,Stow
5323,United States,Mentor
5324,United States,Canal Fulton
5325,United States,Winnebago
5326,United States,New London
5327,United States,Springfield
5328,United States,Pickerington
5329,United States,Cynthiana
5330,United States,Merchantville
5331,United States,Huntley
5332,United States,Huntingdon Valley
5333,United States,Herculaneum
5334,United States,Garden Grove
5335,United States,Sandwich
5336,United States,Hanford
5337,United States,Martinez
5338,United States,Beaver Falls
5339,United States,Cameron
5340,United States,Mechanicsburg
5341,United States,Lansdale
5342,United States,Mechanicsville
5343,United States,Chevy Chase
5344,United States,Clarkston
5345,United States,Juneau
5346,United States,Plymouth
5347,United States,Stuart
5348,United States,Key West
5349,United States,Burgaw
5350,United States,Afton
5351,United States,Bedford
5352,United States,Franklin Park
5353,United States,Maple Grove
5354,United States,Whitestone
5355,United States,Woburn
5356,United States,Johnston
5357,United States,Ellenboro
5358,United States,Morganton
5359,United States,Mitchell
5360,United States,Clearwater
5361,United States,La Mirada
5362,United States,Ames
5363,United States,Zionsville
5364,United States,Westland
5365,United States,Salyersville
5366,United States,Woodsfield
5367,United States,Clarington
5368,United States,Uhrichsville
5369,United States,Meadville
5370,United States,Pinole
5371,United States,Avon
5372,United States,Mooresville
5373,United States,Los Altos
5374,United States,Goliad
5375,United States,Red Oak
5376,United States,Palos Heights
5377,United States,Midlothian
5378,United States,Colton
5379,United States,Gustine
5380,United States,Alexander City
5381,United States,Columbia
5382,United States,Shelbyville
5383,United States,Lebanon
5384,United States,Burnet
5385,United States,Cedar Park
5386,United States,Bogalusa
5387,United States,Fair Oaks
5388,United States,Quincy
5389,United States,Gastonia
5390,United States,Gilberts
5391,United States,Republic
5392,United States,Porterville
5393,United States,Middletown
5394,United States,Antelope
5395,United States,Placerville
5396,United States,Camino
5397,United States,Marengo
5398,United States,West Dundee
5399,United States,Willowbrook
5400,United States,Webster
5401,United States,Bay City
5402,United States,Brookshire
5403,United States,Salem
5404,United States,West Hartford
5405,United States,Sumter
5406,United States,North Augusta
5407,United States,Ridgeway
5408,United States,Aiken
5409,United States,Lugoff
5410,United States,Rockwell City
5411,United States,Gans
5412,United States,Sallisaw
5413,United States,Vian
5414,United States,Palmyra
5415,United States,Greencastle
5416,United States,Lake Forest
5417,United States,Lebec
5418,United States,Lakeside
5419,United States,Oneida
5420,United States,Helenwood
5421,United States,Carlyle
5422,United States,Spring Creek
5423,United States,Blythe
5424,United States,Los Fresnos
5425,United States,New Bedford
5426,United States,Laguna Beach
5427,United States,Santee
5428,United States,Woodside
5429,United States,Katonah
5430,United States,Putnam
5431,United States,Marne
5432,United States,Smiths Creek
5433,United States,Stevensville
5434,United States,Broadview
5435,United States,McCamey
5436,United States,Sebree
5437,United States,Murfreesboro
5438,United States,Shelbyville
5439,United States,Stanton
5440,United States,Lamesa
5441,United States,Green Cove Springs
5442,United States,Okatie
5443,United States,Corning
5444,United States,Warsaw
5445,United States,Norfolk
5446,United States,Dakota City
5447,United States,Wethersfield
5448,United States,Scarborough
5449,United States,Dodgewood
5450,United States,Glastonbury
5451,United States,Altadena
5452,United States,Rixeyville
5453,United States,Von Ormy
5454,United States,Pawhuska
5455,United States,Newkirk
5456,United States,Springfield
5457,United States,New Liberty
5458,United States,Owenton
5459,United States,Romulus
5460,United States,La Grange
5461,United States,Myrtle Beach
5462,United States,Somerset
5463,United States,Cloverdale
5464,United States,Deer Park
5465,United States,Veradale
5466,United States,Eugene
5467,United States,Woodland
5468,United States,Philadelphia
5469,United States,Honey Creek
5470,United States,Rockford
5471,United States,Afton
5472,United States,Grand Junction
5473,United States,Carthage
5474,United States,Grady
5475,United States,Muldrow
5476,United States,Conway
5477,United States,Newark
5478,United States,Waupaca
5479,United States,Crawfordsville
5480,United States,Shelbyville
5481,United States,Princeton
5482,United States,Farmington
5483,United States,Hollow Rock
5484,United States,Nebo
5485,United States,Harrah
5486,United States,Jasper
5487,United States,Ninnekah
5488,United States,Columbiana
5489,United States,Trafford
5490,United States,Dora
5491,United States,Mount Olive
5492,United States,Boaz
5493,United States,Fountain
5494,United States,Riesel
5495,United States,Quitman
5496,United States,Mineola
5497,United States,Weatherford
5498,United States,Wortham
5499,United States,Pontiac
5500,United States,River Rouge
5501,United States,Oak Park
5502,United States,Roseville
5503,United States,Grosse Pointe
5504,United States,Holly
5505,United States,Burton
5506,United States,Zanesville
5507,United States,Niles
5508,United States,Hillsboro
5509,United States,Potsdam
5510,United States,Masury
5511,United States,Newark Valley
5512,United States,Villa Rica
5513,United States,Henrietta
5514,United States,Queens Village
5515,United States,Levittown
5516,United States,Yorkville
5517,United States,Saint Albans
5518,United States,Berwyn
5519,United States,Manville
5520,United States,East Palestine
5521,United States,Lebanon
5522,United States,East Hampton
5523,United States,Stonington
5524,United States,Gloucester
5525,United States,Mooresboro
5526,United States,Lawndale
5527,United States,Fort Bragg
5528,United States,Snow Camp
5529,United States,Pelion
5530,United States,Prospect
5531,United States,Stewart
5532,United States,Hohenwald
5533,United States,Hampton
5534,United States,Millen
5535,United States,Riceville
5536,United States,Newport
5537,United States,Mullins
5538,United States,Marion
5539,United States,Charleston
5540,United States,East Palatka
5541,United States,Hartselle
5542,United States,Magnolia
5543,United States,Blythewood
5544,United States,Iva
5545,United States,Union
5546,United States,Cameron
5547,United States,Old Town
5548,United States,Brooksville
5549,United States,Eufaula
5550,United States,Jackson
5551,United States,Selma
5552,United States,Waterbury
5553,United States,Geneva
5554,United States,Warner Springs
5555,United States,Surgoinsville
5556,United States,Fred
5557,United States,Morrow
5558,United States,Valparaiso
5559,United States,Tulare
5560,United States,Mission
5561,United States,Gladstone
5562,United States,Darien
5563,United States,Waynesboro
5564,United States,Kane'ohe
5565,United States,Chattanooga
5566,United States,Bonfield
5567,United States,Equality
5568,United States,Seminole
5569,United States,Blue Bell
5570,United States,Utica
5571,United States,Leander
5572,United States,Lake in the Hills
5573,United States,Maywood
5574,United States,Lombard
5575,United States,Brunswick
5576,United States,Granbury
5577,United States,Olivehurst
5578,United States,Greater Capitol Heights
5579,United States,Currie
5580,United States,Collinsville
5581,United States,Death Valley Junction
5582,United States,Cache
5583,United States,Bowling Green
5584,United States,Bishop
5585,United States,West Point
5586,United States,Kingsville
5587,United States,Hudsonville
5588,United States,Hermosa Beach
5589,United States,Jackson
5590,United States,Newton
5591,United States,Bamberg
5592,United States,Morganfield
5593,United States,Gulf Breeze
5594,United States,Schoolcraft
5595,United States,Muskogee
5596,United States,Tremont
5597,United States,Liberty
5598,United States,Vinton
5599,United States,Scott
5600,United States,Pass Christian
5601,United States,Hammond
5602,United States,Kent
5603,United States,Sebring
5604,United States,Colfax
5605,United States,Georgetown
5606,United States,North Reading
5607,United States,Belmont
5608,United States,Harrodsburg
5609,United States,La Grange
5610,United States,Mount Vernon
5611,United States,Santa Paula
5612,United States,Hawthorne
5613,United States,Empire
5614,United States,Forest Home
5615,United States,Sayre
5616,United States,Chesterfield
5617,United States,Norfolk
5618,United States,San Rafael
5619,United States,Opelika
5620,United States,Bayside
5621,United States,Harlingen
5622,United States,Alexandria
5623,United States,Wharton
5624,United States,Evans
5625,United States,Wadley
5626,United States,Battle Creek
5627,United States,Independence
5628,United States,Gautier
5629,United States,Slidell
5630,United States,Curtis Bay
5631,United States,Braintree
5632,United States,Telford
5633,United States,Berwyn
5634,United States,Blackwood
5635,United States,Emmaus
5636,United States,Patterson
5637,United States,Beattyville
5638,United States,West Des Moines
5639,United States,Marble Hill
5640,United States,Byhalia
5641,United States,Paragould
5642,United States,Honolulu
5643,United States,Turtle Lake
5644,United States,New Britain
5645,United States,Metuchen
5646,United States,Amesbury
5647,United States,Bow Center
5648,United States,Festus
5649,United States,Granite City
5650,United States,Trenton
5651,United States,Rolla
5652,United States,Arnold
5653,United States,Bourbon
5654,United States,Paris
5655,United States,Salisbury
5656,United States,Manchester
5657,United States,El Cajon
5658,United States,Warroad
5659,United States,Plainfield
5660,United States,Fernandina Beach
5661,United States,Plant City
5662,United States,Hinesville
5663,United States,Oregon
5664,United States,Hockley
5665,United States,Dowagiac
5666,United States,Berrien Springs
5667,United States,Lisle
5668,United States,Bradley
5669,United States,Edwardsburg
5670,United States,Hoffman Estates
5671,United States,Enid
5672,United States,Royse City
5673,United States,Pekin
5674,United States,Ottawa
5675,United States,Spring Valley
5676,United States,Cabery
5677,United States,Cicero
5678,United States,Cary
5679,United States,Surry
5680,United States,Pipe Creek
5681,United States,Cherry Hill
5682,United States,New Brunswick
5683,United States,Issaquah
5684,United States,Albany
5685,United States,Victor
5686,United States,Tanner
5687,United States,East Greenbush
5688,United States,Ashkum
5689,United States,Maple Hill
5690,United States,Graham
5691,United States,Murphy
5692,United States,Christiana
5693,United States,Franklin
5694,United States,Summertown
5695,United States,Ashland City
5696,United States,Murray
5697,United States,Spring Hill
5698,United States,Smithville
5699,United States,Bethpage
5700,United States,Hillsboro
5701,United States,Indiantown
5702,United States,Okeechobee
5703,United States,Lakeland
5704,United States,Napoleonville
5705,United States,Natchez
5706,United States,Poplarville
5707,United States,Donaldsonville
5708,United States,Johnstown
5709,United States,Sterling Heights
5710,United States,Lancaster
5711,United States,Sardis
5712,United States,Monaca
5713,United States,Blackwater
5714,United States,Oak Grove
5715,United States,Louisburg
5716,United States,Spring Hill
5717,United States,Emporia
5718,United States,Millbrae
5719,United States,Jennings
5720,United States,Buna
5721,United States,Purcellville
5722,United States,Crothersville
5723,United States,Philo
5724,United States,Arcadia
5725,United States,Buckingham
5726,United States,Monticello
5727,United States,Parkersburg
5728,United States,Ashland
5729,United States,Carlisle
5730,United States,Findlay
5731,United States,Lignum
5732,United States,Searcy
5733,United States,White Hall
5734,United States,Bauxite
5735,United States,Dry Prong
5736,United States,Coushatta
5737,United States,Sterlington
5738,United States,Huttig
5739,United States,Marion
5740,United States,Mena
5741,United States,Roselle
5742,United States,Boise
5743,United States,Henderson
5744,United States,Quincy
5745,United States,Dundalk
5746,United States,Ocean City
5747,United States,Owings Mills
5748,United States,Barrington
5749,United States,Lowell
5750,United States,Northborough
5751,United States,Pflugerville
5752,United States,Harker Heights
5753,United States,East Alton
5754,United States,Sunflower
5755,United States,Galesville
5756,United States,Chesterton
5757,United States,Staten Island
5758,United States,Englewood
5759,United States,Madison
5760,United States,Shelton
5761,United States,Wallingford
5762,United States,Chester
5763,United States,South Windsor
5764,United States,Colchester
5765,United States,Groton
5766,United States,Webster
5767,United States,Friant
5768,United States,Excelsior Springs
5769,United States,Bristow
5770,United States,Lawrence
5771,United States,Clackamas
5772,United States,Federal Way
5773,United States,Gettysburg
5774,United States,Cranbury
5775,United States,Litchfield
5776,United States,Sylvania
5777,United States,Moro
5778,United States,Shorewood
5779,United States,Greenwood
5780,United States,Highland
5781,United States,Boyce
5782,United States,Pomfret
5783,United States,Carrollton
5784,United States,Delmont
5785,United States,Allen
5786,United States,Lillington
5787,United States,Clinton
5788,United States,Wewoka
5789,United States,Watertown
5790,United States,Windsor
5791,United States,Lancaster
5792,United States,Bay Village
5793,United States,Hartville
5794,United States,Coopersville
5795,United States,Laddonia
5796,United States,Maricopa
5797,United States,Linden
5798,United States,Winsted
5799,United States,Aromas
5800,United States,Harvest
5801,United States,Kathleen
5802,United States,Coffeen
5803,United States,Elgin
5804,United States,Kaweah
5805,United States,Salisbury
5806,United States,Tyler
5807,United States,Thomson
5808,United States,Cudahy
5809,United States,Brentwood
5810,United States,Rincon
5811,United States,Weldon
5812,United States,Philpot
5813,United States,Danville
5814,United States,Eureka
5815,United States,Sutter Creek
5816,United States,Elmsford
5817,United States,Powder Springs
5818,United States,Davidson
5819,United States,Barbourville
5820,United States,Pelham
5821,United States,Malden
5822,United States,Dana Point
5823,United States,Monroe
5824,United States,San Carlos
5825,United States,Liberty
5826,United States,Brentwood
5827,United States,Angie
5828,United States,Holt
5829,United States,Franklin
5830,United States,Cordele
5831,United States,Inwood
5832,United States,Friendswood
5833,United States,Crystal City
5834,United States,Sheridan
5835,United States,Childress
5836,United States,Bessemer
5837,United States,Deatsville
5838,United States,Little Rock Air Force Base
5839,United States,Arkadelphia
5840,United States,Guymon
5841,United States,Ada
5842,United States,Clinton
5843,United States,Pauls Valley
5844,United States,Walkertown
5845,United States,Boone
5846,United States,Dansville
5847,United States,Union City
5848,United States,Moulton
5849,United States,Orange
5850,United States,Silsbee
5851,United States,Cypress
5852,United States,Saint Joseph
5853,United States,Benicia
5854,United States,Brewton
5855,United States,Lovelady
5856,United States,Belding
5857,United States,Delafield
5858,United States,Slinger
5859,United States,Staatsburg
5860,United States,Old Greenwich
5861,United States,Akron
5862,United States,White Cloud
5863,United States,Grand Blanc
5864,United States,Bethel
5865,United States,Greenwood
5866,United States,Boyle
5867,United States,Raleigh
5868,United States,Jonesboro
5869,United States,Chaparral
5870,United States,Roswell
5871,United States,Zuni
5872,United States,Alpine
5873,United States,Beeville
5874,United States,Marfa
5875,United States,Hobe Sound
5876,United States,Wadesboro
5877,United States,Jackson
5878,United States,Ethel
5879,United States,Uvalde
5880,United States,New Braunfels
5881,United States,Sparta
5882,United States,Cockeysville
5883,United States,Roby
5884,United States,Glen Carbon
5885,United States,Atwood
5886,United States,Richmond
5887,United States,Highland
5888,United States,Holt
5889,United States,Maumelle
5890,United States,Lynn Haven
5891,United States,Prattville
5892,United States,Beltsville
5893,United States,Glencoe
5894,United States,Stuart
5895,United States,Okmulgee
5896,United States,Bidwell
5897,United States,New Berlin
5898,United States,Kelseyville
5899,United States,Farmington
5900,United States,Brackettville
5901,United States,Monroe
5902,United States,Penfield
5903,United States,Davenport
5904,United States,Villa Park
5905,United States,Theodore
5906,United States,Richmond
5907,United States,Williston
5908,United States,Nuevo
5909,United States,Whitley City
5910,United States,Corbin
5911,United States,Hamburg
5912,United States,Fordyce
5913,United States,Crossett
5914,United States,Arbuckle
5915,United States,Lathrop
5916,United States,Goddard
5917,United States,Fisk
5918,United States,Seville
5919,United States,Carson City
5920,United States,Chico
5921,United States,Dearborn Heights
5922,United States,Milford
5923,United States,Mount Clemens
5924,United States,Montgomery
5925,United States,Fort Davis
5926,United States,Magee
5927,United States,Madison
5928,United States,Santa Maria
5929,United States,Vails Gate
5930,United States,Bronxville
5931,United States,Newburgh
5932,United States,Elizabeth
5933,United States,Kendall Park
5934,United States,Hope
5935,United States,Damariscotta
5936,United States,South Bristol
5937,United States,Alna
5938,United States,Lincolnville
5939,United States,Belfast
5940,United States,Pearsall
5941,United States,Great Lakes
5942,United States,Park Ridge
5943,United States,Yates City
5944,United States,Hamilton
5945,United States,Edinburg
5946,United States,Dagsboro
5947,United States,Matthews
5948,United States,Kernersville
5949,United States,High Point
5950,United States,Arden
5951,United States,Burlington
5952,United States,Elon
5953,United States,Huntington Park
5954,United States,Pine Plains
5955,United States,Avalon
5956,United States,Cedarburg
5957,United States,Ironwood
5958,United States,Pleasant Prairie
5959,United States,Blue Hill
5960,United States,Grand Island
5961,United States,East Aurora
5962,United States,Irmo
5963,United States,Utica
5964,United States,Tiffin
5965,United States,Beverly
5966,United States,West Sacramento
5967,United States,Tahoe City
5968,United States,Soda Springs
5969,United States,Williams
5970,United States,Girdwood
5971,United States,Wilmette
5972,United States,Berwick
5973,United States,Parlier
5974,United States,Dudley
5975,United States,Havelock
5976,United States,Sneads Ferry
5977,United States,Moncks Corner
5978,United States,Jenkinsville
5979,United States,Greenwood
5980,United States,Trenton
5981,United States,Deerfield Beach
5982,United States,Earth City
5983,United States,Hazlehurst
5984,United States,Westminster
5985,United States,Wildorado
5986,United States,Sonora
5987,United States,Ripon
5988,United States,Oakton
5989,United States,Greenway Downs
5990,United States,Gary
5991,United States,Hopwood
5992,United States,Johnstown
5993,United States,Hermitage
5994,United States,Rillton
5995,United States,Maysville
5996,United States,Mystic
5997,United States,Newtown
5998,United States,Portland
5999,United States,Clawson
6000,United States,Port Isabel
6001,United States,Millican
6002,United States,Benton Ridge
6003,United States,Naubinway
6004,United States,Cedar Rapids
6005,United States,Machesney Park
6006,United States,East Troy
6007,United States,Whitewater
6008,United States,Levittown
6009,United States,East Boothbay
6010,United States,Natick
6011,United States,Bridgewater
6012,United States,Nashua
6013,United States,Jackson Township
6014,United States,Iselin
6015,United States,Walnut Creek
6016,United States,Pittsburg
6017,United States,Alameda
6018,United States,Okemah
6019,United States,Gardiner
6020,United States,Revere
6021,United States,Vineland
6022,United States,Sanborn
6023,United States,Clinton
6024,United States,Byron Center
6025,United States,Comstock Park
6026,United States,Sturgis
6027,United States,Alto
6028,United States,Superior
6029,United States,Rogersville
6030,United States,Friendsville
6031,United States,Powell
6032,United States,Waleska
6033,United States,Statesville
6034,United States,Shepherdstown
6035,United States,Graceville
6036,United States,Creola
6037,United States,Trinity
6038,United States,Town Creek
6039,United States,McVeytown
6040,United States,Newville
6041,United States,Mount Joy
6042,United States,New Enterprise
6043,United States,Imler
6044,United States,Santa Cruz
6045,United States,West Wareham
6046,United States,Bedford
6047,United States,Lewisville
6048,United States,Smithville
6049,United States,Pocahontas
6050,United States,Cleveland
6051,United States,Toone
6052,United States,Millington
6053,United States,Dresden
6054,United States,Patterson
6055,United States,Lake Geneva
6056,United States,Melrose Park
6057,United States,Madison
6058,United States,Merrillville
6059,United States,Mingo Junction
6060,United States,Toronto
6061,United States,Freeland
6062,United States,Vero Beach
6063,United States,Melbourne Beach
6064,United States,Boynton Beach
6065,United States,Amite
6066,United States,Clinton
6067,United States,Thibodaux
6068,United States,Delhi
6069,United States,Draper
6070,United States,Clearfield
6071,United States,Norwalk
6072,United States,Mason City
6073,United States,Plattsburgh
6074,United States,Colchester
6075,United States,Saratoga Springs
6076,United States,Kingston
6077,United States,Cumberland City
6078,United States,Smyrna
6079,United States,Hopkinsville
6080,United States,Winchester
6081,United States,Lexington Park
6082,United States,Germantown
6083,United States,Thurmont
6084,United States,Takoma Park
6085,United States,Lovettsville
6086,United States,Towson
6087,United States,Absecon
6088,United States,Port Charlotte
6089,United States,Estero
6090,United States,North Port
6091,United States,Calistoga
6092,United States,Erin
6093,United States,Roanoke
6094,United States,Henry
6095,United States,Rutherford
6096,United States,Cherokee
6097,United States,Alamo
6098,United States,Schurz
6099,United States,Lodi
6100,United States,El Dorado Hills
6101,United States,Visalia
6102,United States,Momence
6103,United States,Roanoke
6104,United States,River Forest
6105,United States,Port Jefferson Station
6106,United States,Medford
6107,United States,Central Islip
6108,United States,Bay City
6109,United States,Keego Harbor
6110,United States,Garden City
6111,United States,Acushnet
6112,United States,Riverside
6113,United States,Newport
6114,United States,Alice
6115,United States,Manor
6116,United States,Glen Cove
6117,United States,Oakley
6118,United States,Williamsburg
6119,United States,Farmville
6120,United States,Camarillo
6121,United States,Agoura Hills
6122,United States,Dalton
6123,United States,Stevens Point
6124,United States,Waterford
6125,United States,Roseville
6126,United States,Denham Springs
6127,United States,Glenmora
6128,United States,North Olmsted
6129,United States,Kalispell
6130,United States,Darlington
6131,United States,Johnsonville
6132,United States,Elgin
6133,United States,Russellville
6134,United States,Frankfort
6135,United States,Port Lavaca
6136,United States,Lake City
6137,United States,Cantrall
6138,United States,Baldwin
6139,United States,South Lyon
6140,United States,Salina
6141,United States,Brewster
6142,United States,South Orange
6143,United States,Saint Helena
6144,United States,Bristol
6145,United States,Hartford
6146,United States,Thompsonville
6147,United States,Lemon Grove
6148,United States,Berlin Center
6149,United States,Abbeville
6150,United States,Port Gibson
6151,United States,Lumberton
6152,United States,Oak Grove
6153,United States,Hampton
6154,United States,Princeton
6155,United States,Grants Pass
6156,United States,Dime Box
6157,United States,Big Rock
6158,United States,Portage
6159,United States,Watseka
6160,United States,Bellwood
6161,United States,Washington Court House
6162,United States,Sedalia
6163,United States,Manhattan
6164,United States,Boonville
6165,United States,Bird City
6166,United States,Buckner
6167,United States,Owens Cross Roads
6168,United States,Plymouth
6169,United States,Alexandria
6170,United States,South Gate
6171,United States,Kemp
6172,United States,Emory
6173,United States,Pittsburg
6174,United States,Perryville
6175,United States,New Madrid
6176,United States,Town of Boxborough
6177,United States,Franklin
6178,United States,East New Market
6179,United States,Stevensville
6180,United States,Seymour
6181,United States,Crown Point
6182,United States,Zion
6183,United States,La Grange Park
6184,United States,Barberton
6185,United States,Kilmarnock
6186,United States,Ozark
6187,United States,Rogers
6188,United States,Lamar
6189,United States,Fayetteville
6190,United States,Republic
6191,United States,Kimberling City
6192,United States,Fayette
6193,United States,Carterville
6194,United States,Red Bank
6195,United States,Lebanon
6196,United States,Farmingdale
6197,United States,Wakefield
6198,United States,Ellsworth
6199,United States,Milford
6200,United States,Crescent Valley
6201,United States,Rutherford
6202,United States,Marlton
6203,United States,Atco
6204,United States,Lemont
6205,United States,Glenwood
6206,United States,Dale
6207,United States,Richmond
6208,United States,Covington
6209,United States,Shadyside
6210,United States,Mineral Wells
6211,United States,Rosemont
6212,United States,La Porte
6213,United States,Chalmette
6214,United States,DeRidder
6215,United States,Presto
6216,United States,Altoona
6217,United States,Moundsville
6218,United States,Wheeling
6219,United States,Follansbee
6220,United States,Teaneck
6221,United States,New Carlisle
6222,United States,New Haven
6223,United States,Hillsdale
6224,United States,Oktaha
6225,United States,Wagoner
6226,United States,Syracuse
6227,United States,Little Falls
6228,United States,Lockhart
6229,United States,Dripping Springs
6230,United States,Minnie
6231,United States,West Liberty
6232,United States,Sandy Hook
6233,United States,Wellington
6234,United States,Eolia
6235,United States,Printer
6236,United States,Jenkins
6237,United States,La Jolla
6238,United States,Fargo
6239,United States,Sterling
6240,United States,Clinton
6241,United States,Needville
6242,United States,Marietta
6243,United States,Louisa
6244,United States,Pikeville
6245,United States,Macomb
6246,United States,Niles
6247,United States,Chadds Ford
6248,United States,Midway
6249,United States,Sweetwater
6250,United States,Ashland
6251,United States,Thomas
6252,United States,Belhaven
6253,United States,Youngstown
6254,United States,Newport
6255,United States,Fisherville
6256,United States,Cumberland
6257,United States,Sandy City
6258,United States,Glenview
6259,United States,Ecru
6260,United States,Sidell
6261,United States,Ridge Farm
6262,United States,Basking Ridge
6263,United States,Mableton
6264,United States,Montevallo
6265,United States,Harpersville
6266,United States,Hamilton
6267,United States,Calexico
6268,United States,Fillmore
6269,United States,Encinitas
6270,United States,Cedar Creek
6271,United States,New Albany
6272,United States,Demorest
6273,United States,Cedartown
6274,United States,Loganville
6275,United States,Junction City
6276,United States,Trenton
6277,United States,Cameron
6278,United States,Eagle Lake
6279,United States,Monkton
6280,United States,Hampstead
6281,United States,Easton
6282,United States,Parkville
6283,United States,Grayslake
6284,United States,Holcombe
6285,United States,Austin
6286,United States,Huffman
6287,United States,Jasper
6288,United States,Atchison
6289,United States,Evergreen Park
6290,United States,Westfield Center
